SEQKEY;Response;Picture Option;Marketing Segment;CHANNEL;Zip3 (not in original)
UB07214117;N;A;34;Direct Mail;917
UB07216864;N;A;13;Direct Mail;982
UB07219934;N;A;1;Email;926
UB07229552;N;A;54;Email;660
UB07232838;N;A;7;Web;945
UB07235120;N;A;54;Email;331
UB07250756;N;A;7;Email;551
UB07254642;N;A;31;Direct Mail;191
UB07259831;N;A;31;Email;530
UB07260755;N;A;31;Web;152
UB07264740;N;A;31;Email;432
UB07267339;N;A;13;Direct Mail;503
UB07267503;N;A;13;Direct Mail;531
UB07270028;N;A;31;Email;601
UB07274186;N;A;13;Direct Mail;630
UB07282130;N;A;31;Email;945
UB07286180;N;A;35;Email;294
UB07293111;N;A;13;Direct Mail;283
UB07295264;N;A;13;Web;802
UB07301963;N;A;13;Web;32
UB07317811;N;A;13;Web;782
UB07318256;N;A;33;Direct Mail;64
UB07324957;N;A;31;Email;900
UB07336688;N;A;13;Email;945
UB07341324;N;A;54;Direct Mail;782
UB07341928;N;A;13;Email;701
UB07347669;N;A;54;Email;480
UB07363823;N;A;13;Email;630
UB07368616;N;A;7;Web;38
UB07369366;N;A;13;Email;117
UB07375801;N;A;13;Web;275
UB07376338;N;A;13;Web;463
UB07376791;N;A;10;Email;945
UB07377781;N;A;13;Web;551
UB07378045;N;A;13;Email;945
UB07385321;N;A;10;Web;331
UB07406705;N;A;7;Web;900
UB07410855;N;A;13;Email;770
UB07410905;N;A;13;Web;331
UB07411853;N;A;7;Direct Mail;210
UB07415433;N;A;13;Web;727
UB07415680;N;A;13;Email;532
UB07416852;N;A;7;Direct Mail;331
UB07419500;N;A;13;Direct Mail;38
UB07423098;N;A;13;Email;530
UB07423320;Y;A;1;Email;900
UB07429137;N;A;54;Web;441
UB07435720;N;A;10;Email;770
UB07438377;N;A;35;Email;532
UB07450299;N;A;54;Email;54
UB07457559;N;A;13;Email;255
UB07465677;N;A;13;Web;38
UB07467400;N;A;13;Web;100
UB07473622;N;A;56;Web;32
UB07474240;N;A;35;Email;700
UB07475551;N;A;35;Email;32
UB07478209;N;A;13;Email;740
UB07481484;N;A;1;Email;331
UB07489925;N;A;13;Direct Mail;782
UB07491368;N;A;35;Direct Mail;402
UB07492614;N;A;34;Email;750
UB07494578;N;A;34;Web;331
UB07494594;N;A;34;Direct Mail;945
UB07504202;Y;A;13;Email;972
UB07504939;N;A;56;Direct Mail;38
UB07506165;N;A;13;Direct Mail;750
UB07523376;N;A;13;Email;32
UB07527658;N;A;35;Direct Mail;32
UB07529340;N;A;35;Email;917
UB07545205;N;A;13;Email;900
UB07545270;N;A;13;Email;410
UB07546138;N;A;13;Direct Mail;300
UB07563117;N;A;13;Web;331
UB07567811;N;A;13;Web;801
UB07570096;N;A;13;Direct Mail;68
UB07571458;N;A;13;Web;331
UB07572563;Y;A;1;Email;191
UB07573652;N;A;13;Direct Mail;352
UB07578750;N;A;13;Direct Mail;21
UB07586332;N;A;32;Email;981
UB07591910;N;A;35;Email;117
UB07592207;N;A;13;Web;286
UB07601008;N;A;1;Email;32
UB07601123;N;A;54;Email;370
UB07601172;N;A;54;Email;802
UB07601628;N;A;13;Web;662
UB07602451;N;A;35;Email;191
UB07603251;N;A;13;Email;980
UB07604465;Y;A;54;Web;532
UB07604549;N;A;1;Email;833
UB07606437;N;A;54;Email;60
UB07611817;N;A;13;Email;750
UB07612575;N;A;35;Web;21
UB07614415;N;A;35;Email;117
UB07615347;N;A;13;Email;64
UB07618473;N;A;32;Email;370
UB07620339;N;A;32;Web;581
UB07621279;N;A;13;Email;945
UB07627631;N;A;13;Web;21
UB07632870;N;A;13;Email;604
UB07633936;N;A;35;Email;283
UB07635279;N;A;35;Direct Mail;750
UB07640188;N;A;31;Direct Mail;606
UB07640634;N;A;13;Direct Mail;531
UB07642556;N;A;13;Direct Mail;191
UB07643166;N;A;13;Web;917
UB07644180;N;A;13;Direct Mail;432
UB07645534;N;A;31;Direct Mail;606
UB07650633;N;A;31;Email;191
UB07656291;N;A;1;Web;601
UB07657497;N;A;13;Email;900
UB07657570;N;A;13;Web;68
UB07661515;N;A;54;Email;117
UB07664816;N;A;13;Email;981
UB07667140;N;A;13;Email;28
UB07668254;N;A;13;Email;300
UB07671613;N;A;13;Email;970
UB07672926;N;A;7;Direct Mail;18
UB07681232;N;A;35;Web;891
UB07688112;N;A;35;Email;850
UB07688401;N;A;1;Web;900
UB07689748;N;A;13;Direct Mail;601
UB07690647;N;A;35;Direct Mail;191
UB07691611;N;A;59;Email;117
UB07693237;N;A;13;Web;604
UB07695869;N;A;35;Email;481
UB07695950;N;A;35;Web;32
UB07696255;N;A;54;Email;207
UB07698335;N;A;13;Email;601
UB07702970;N;A;35;Email;32
UB07710163;N;A;54;Direct Mail;550
UB07718026;N;A;54;Direct Mail;900
UB07719776;N;A;54;Direct Mail;64
UB07724388;N;A;13;Direct Mail;152
UB07730526;N;A;35;Email;32
UB07732118;N;A;35;Email;672
UB07732928;N;A;13;Web;352
UB07733421;N;A;35;Web;981
UB07740772;Y;A;13;Email;662
UB07740988;N;A;13;Direct Mail;152
UB07742893;N;A;13;Email;752
UB07744642;Y;A;13;Email;750
UB07751860;Y;A;1;Direct Mail;21
UB07752355;N;A;35;Web;207
UB07758196;N;A;13;Email;331
UB07759079;Y;A;13;Direct Mail;294
UB07759855;N;A;13;Web;917
UB07773237;N;A;35;Direct Mail;117
UB07773930;N;A;13;Email;917
UB07775026;N;A;35;Email;331
UB07785512;N;A;13;Email;900
UB07794464;N;A;1;Direct Mail;18
UB07795446;N;A;13;Email;481
UB07805161;N;A;13;Web;18
UB07822604;N;A;13;Web;100
UB07822810;N;A;13;Web;721
UB07828189;N;A;13;Email;630
UB07829542;Y;A;13;Email;331
UB07829799;N;A;13;Email;782
UB07842958;N;A;54;Web;801
UB07844459;N;A;59;Direct Mail;117
UB07845936;N;A;13;Direct Mail;207
UB07846652;N;A;13;Email;18
UB07849342;N;A;13;Direct Mail;64
UB07850498;N;A;13;Email;32
UB07859036;N;A;13;Email;481
UB07875545;N;A;59;Email;38
UB07878176;N;A;13;Email;917
UB07889140;N;A;13;Email;381
UB07892052;N;A;13;Email;191
UB07893308;N;A;13;Email;750
UB07894942;N;A;13;Web;601
UB07897010;N;A;13;Direct Mail;29
UB07902760;N;A;35;Web;32
UB07916042;N;A;35;Direct Mail;21
UB07917487;N;A;13;Direct Mail;701
UB07919848;N;A;13;Web;152
UB07919905;Y;A;13;Email;900
UB07921349;N;A;13;Direct Mail;700
UB07922149;Y;A;13;Web;201
UB07922537;N;A;35;Email;836
UB07924160;N;A;35;Email;917
UB07927445;N;A;13;Email;705
UB07928658;N;A;13;Web;853
UB07934466;N;A;35;Email;900
UB07950686;N;A;35;Web;21
UB07960511;N;A;13;Direct Mail;801
UB07961410;N;A;13;Direct Mail;191
UB07962905;Y;A;13;Web;370
UB07963010;N;A;13;Email;352
UB07973795;N;A;35;Email;926
UB07977663;N;A;13;Email;604
UB07979750;N;A;59;Email;117
UB07980881;N;A;35;Email;191
UB07981244;N;A;13;Email;283
UB07981947;N;A;13;Email;191
UB07983794;N;A;13;Direct Mail;601
UB07990823;N;A;13;Email;283
UB07993637;Y;A;13;Web;782
UB08013682;N;A;13;Direct Mail;42
UB08013781;N;A;13;Email;802
UB08016875;N;A;13;Web;740
UB08017501;N;A;13;Direct Mail;303
UB08018152;Y;A;13;Web;945
UB08018368;N;A;13;Email;331
UB08028375;N;A;13;Web;662
UB08030702;N;A;13;Direct Mail;631
UB08032948;N;A;35;Direct Mail;604
UB08034035;N;A;13;Direct Mail;275
UB08038010;N;A;35;Email;852
UB08043127;N;A;59;Email;117
UB08045411;N;A;13;Direct Mail;900
UB08048266;N;A;35;Email;201
UB08050783;N;A;35;Web;191
UB08052003;N;A;13;Email;571
UB08052250;N;A;13;Web;782
UB08067043;N;A;35;Email;201
UB08073678;N;A;13;Email;234
UB08074148;N;A;35;Direct Mail;441
UB08076242;N;A;13;Direct Mail;300
UB08082026;N;A;35;Email;917
UB08083008;N;A;59;Web;60
UB08090797;N;A;13;Email;381
UB08092843;N;A;13;Email;770
UB08099962;N;A;13;Email;32
UB08110678;N;A;35;Direct Mail;112
UB08116675;N;A;35;Direct Mail;630
UB08118788;N;A;35;Email;32
UB08148041;N;A;13;Direct Mail;852
UB08152027;N;A;13;Web;601
UB08155665;N;A;13;Web;945
UB08156291;Y;A;13;Direct Mail;631
UB08158966;N;A;13;Email;662
UB08166704;N;A;13;Email;770
UB08166852;N;A;13;Web;770
UB08168908;N;A;13;Email;21
UB08171837;N;A;13;Email;700
UB08174054;N;A;13;Direct Mail;917
UB08175390;N;A;13;Email;18
UB08178949;N;A;35;Direct Mail;972
UB08181711;N;A;35;Email;38
UB08184731;N;A;35;Email;750
UB08185852;N;A;35;Direct Mail;945
UB08187007;N;A;59;Web;38
UB08193831;N;A;35;Direct Mail;604
UB08195356;N;A;35;Web;210
UB08207235;Y;A;13;Web;191
UB08215717;Y;A;13;Web;662
UB08216988;N;A;35;Web;42
UB08217762;N;A;1;Direct Mail;606
UB08217911;N;A;35;Web;800
UB08222119;N;A;35;Email;800
UB08225518;N;A;35;Email;481
UB08226789;N;A;35;Direct Mail;331
UB08229437;N;A;13;Email;631
UB08231623;N;A;31;Web;352
UB08234213;N;A;35;Email;191
UB08234494;N;A;13;Direct Mail;381
UB08236820;N;A;31;Email;462
UB08243222;N;A;35;Email;441
UB08244766;N;A;35;Direct Mail;802
UB08249088;N;A;13;Email;331
UB08250979;N;A;13;Email;18
UB08254153;N;A;54;Email;604
UB08255853;N;A;54;Email;31
UB08257271;N;A;13;Direct Mail;894
UB08260143;Y;A;13;Direct Mail;331
UB08260291;N;A;13;Email;201
UB08261943;N;A;13;Web;945
UB08275430;N;A;13;Direct Mail;234
UB08278368;N;A;32;Web;531
UB08279606;N;A;13;Direct Mail;782
UB08281693;N;A;13;Web;481
UB08285439;N;A;31;Direct Mail;875
UB08286569;N;A;13;Email;38
UB08286668;N;A;13;Email;604
UB08287542;N;A;13;Email;871
UB08295982;N;A;35;Email;208
UB08312209;N;A;35;Web;201
UB08320236;N;A;35;Email;191
UB08323867;N;A;35;Email;18
UB08327637;N;A;9;Web;112
UB08328775;N;A;54;Email;370
UB08338196;N;A;35;Web;370
UB08342651;N;A;1;Direct Mail;331
UB08345118;N;A;35;Email;720
UB08345910;N;A;13;Direct Mail;750
UB08349953;N;A;13;Direct Mail;945
UB08351140;N;A;13;Email;191
UB08351538;N;A;13;Direct Mail;452
UB08352890;N;A;13;Web;301
UB08357741;N;A;2;Email;32
UB08361172;N;A;2;Web;100
UB08370124;N;A;2;Direct Mail;117
UB08374068;N;A;54;Web;463
UB08379562;N;A;13;Direct Mail;945
UB08380974;N;A;54;Direct Mail;945
UB08388688;N;A;10;Email;331
UB08388894;N;A;13;Email;386
UB08391930;N;A;13;Web;275
UB08394173;N;A;13;Direct Mail;191
UB08395428;N;A;13;Email;21
UB08396087;Y;A;2;Web;117
UB08400129;N;A;13;Direct Mail;800
UB08426249;N;A;13;Direct Mail;452
UB08431538;N;A;13;Email;782
UB08432700;N;A;13;Email;604
UB08438863;N;A;35;Email;68
UB08439697;N;A;35;Direct Mail;32
UB08443194;N;A;2;Direct Mail;100
UB08446056;N;A;35;Email;871
UB08450553;N;A;13;Email;331
UB08454274;N;A;7;Direct Mail;352
UB08456816;N;A;9;Web;32
UB08456964;N;A;13;Direct Mail;191
UB08457301;N;A;3;Email;945
UB08459976;N;A;35;Email;926
UB08463127;N;A;7;Email;481
UB08469140;N;A;35;Direct Mail;601
UB08478083;N;A;13;Direct Mail;117
UB08479552;N;A;9;Email;32
UB08489296;N;A;7;Direct Mail;631
UB08492902;Y;A;7;Email;452
UB08493348;N;A;9;Direct Mail;32
UB08508525;N;A;32;Email;208
UB08513145;N;A;3;Email;945
UB08522591;N;A;13;Web;996
UB08524449;N;A;13;Email;283
UB08527392;Y;A;13;Direct Mail;553
UB08527640;N;A;34;Web;900
UB08530032;N;A;35;Email;917
UB08533804;Y;A;3;Email;900
UB08535601;Y;A;3;Email;926
UB08538977;N;A;13;Email;530
UB08542961;N;A;13;Direct Mail;481
UB08545865;N;A;13;Web;303
UB08547382;N;A;9;Email;60
UB08552101;N;A;56;Direct Mail;117
UB08560641;N;A;56;Email;117
UB08569857;N;A;10;Direct Mail;900
UB08579211;N;A;3;Email;782
UB08583643;N;A;35;Web;117
UB08584047;N;A;35;Email;64
UB08591216;N;A;35;Web;681
UB08596819;N;A;13;Direct Mail;210
UB08600843;N;A;13;Email;352
UB08601122;N;A;10;Direct Mail;945
UB08601460;Y;A;13;Web;480
UB08605651;N;A;13;Direct Mail;900
UB08607897;N;A;13;Email;660
UB08608317;N;A;13;Web;853
UB08608655;N;A;35;Web;191
UB08623845;N;A;9;Email;112
UB08632671;N;A;35;Email;441
UB08636730;N;A;13;Email;191
UB08639296;N;A;9;Web;117
UB08642480;N;A;13;Web;462
UB08646622;N;A;13;Email;503
UB08648099;N;A;9;Web;117
UB08651705;N;A;35;Direct Mail;300
UB08653792;N;A;13;Direct Mail;32
UB08657207;N;A;13;Email;331
UB08668782;N;A;9;Direct Mail;32
UB08674624;Y;A;13;Email;917
UB08676595;N;A;32;Email;890
UB08683146;N;A;35;Email;32
UB08685620;N;A;57;Email;331
UB08686982;N;A;7;Web;117
UB08690869;N;A;34;Direct Mail;945
UB08691073;N;A;35;Email;840
UB08700833;N;A;7;Web;553
UB08703878;N;A;35;Email;606
UB08729147;N;A;13;Email;482
UB08729626;N;A;13;Email;481
UB08732828;N;A;9;Email;38
UB08735219;N;A;13;Direct Mail;740
UB08735540;N;A;32;Direct Mail;234
UB08742066;N;A;35;Email;891
UB08747933;N;A;34;Web;782
UB08749145;N;A;13;Email;601
UB08751620;N;A;35;Direct Mail;700
UB08752313;Y;A;13;Email;841
UB08758187;N;A;32;Web;503
UB08773491;N;A;13;Email;750
UB08778136;N;A;9;Web;117
UB08780371;N;A;35;Web;275
UB08791550;N;A;35;Direct Mail;945
UB08792442;N;A;13;Web;750
UB08798795;N;A;9;Email;117
UB08802076;N;A;35;Direct Mail;871
UB08804429;N;A;35;Web;21
UB08806408;N;A;35;Email;331
UB08808024;N;A;13;Direct Mail;606
UB08812745;N;A;9;Email;64
UB08813248;N;A;13;Direct Mail;452
UB08819724;N;A;35;Direct Mail;945
UB08820920;N;A;35;Web;117
UB08824641;N;A;9;Email;32
UB08845521;N;A;9;Web;117
UB08845737;N;A;13;Direct Mail;752
UB08847071;N;A;13;Email;660
UB08847519;N;A;13;Web;117
UB08850901;N;A;35;Direct Mail;410
UB08854762;Y;A;32;Email;331
UB08857435;Y;A;10;Direct Mail;750
UB08863243;N;A;13;Email;21
UB08871139;N;A;10;Email;750
UB08871279;N;A;10;Email;331
UB08877318;N;A;13;Direct Mail;21
UB08877342;N;A;13;Email;54
UB08881138;N;A;54;Direct Mail;480
UB08888521;N;A;13;Email;201
UB08895641;N;A;35;Direct Mail;32
UB08895831;N;A;35;Direct Mail;60
UB08896086;N;A;13;Web;117
UB08897191;N;A;35;Direct Mail;730
UB08900581;N;A;35;Email;452
UB08906521;N;A;13;Web;191
UB08915936;N;A;31;Email;945
UB08916793;N;A;35;Email;64
UB08924656;N;A;31;Direct Mail;594
UB08924862;N;A;13;Email;200
UB08925174;N;A;35;Email;852
UB08929432;N;A;57;Direct Mail;331
UB08929747;N;A;31;Email;701
UB08937880;N;A;34;Email;945
UB08938656;N;A;31;Email;980
UB08941684;N;A;54;Email;917
UB08951360;N;A;13;Email;152
UB08966228;N;A;54;Email;295
UB08969537;N;A;54;Direct Mail;853
UB08975070;N;A;35;Email;945
UB08977241;N;A;13;Email;117
UB08980393;N;A;13;Email;64
UB08987240;N;A;13;Email;917
UB08989014;N;A;35;Direct Mail;917
UB08993933;N;A;31;Web;891
UB09004235;N;A;13;Email;841
UB09006602;N;A;35;Web;152
UB09008194;N;A;35;Email;604
UB09008582;N;A;13;Email;731
UB09012048;N;A;13;Direct Mail;32
UB09012501;N;A;33;Email;117
UB09015181;N;A;35;Web;31
UB09027277;N;A;35;Email;296
UB09028739;N;A;54;Web;801
UB09034844;N;A;57;Direct Mail;770
UB09047861;N;A;13;Web;606
UB09047903;N;A;13;Direct Mail;300
UB09049792;N;A;13;Email;191
UB09051558;N;A;13;Web;945
UB09055070;N;A;35;Email;32
UB09055971;N;A;13;Email;800
UB09058132;N;A;1;Email;945
UB09060088;N;A;13;Direct Mail;480
UB09072307;N;A;35;Email;531
UB09075680;N;A;35;Email;265
UB09086794;N;A;13;Web;191
UB09087859;N;A;35;Email;191
UB09088493;N;A;13;Web;750
UB09089400;Y;A;1;Email;207
UB09092966;N;A;35;Email;370
UB09093204;N;A;35;Email;551
UB09095704;N;A;57;Email;331
UB09101890;N;A;13;Email;331
UB09102039;N;A;13;Email;890
UB09103060;N;A;7;Direct Mail;852
UB09103086;N;A;7;Web;201
UB09105388;N;A;13;Direct Mail;331
UB09107293;N;A;13;Web;750
UB09107640;N;A;34;Email;900
UB09111337;Y;A;57;Email;900
UB09113259;N;A;35;Direct Mail;462
UB09115924;N;A;35;Direct Mail;441
UB09117292;N;A;13;Email;191
UB09119132;N;A;13;Web;286
UB09119702;N;A;35;Direct Mail;38
UB09120346;N;A;1;Web;660
UB09126269;N;A;13;Direct Mail;463
UB09126517;N;A;35;Direct Mail;750
UB09132333;N;A;35;Email;852
UB09136433;N;A;54;Email;331
UB09139353;N;A;13;Email;441
UB09142076;N;A;35;Email;275
UB09142969;N;A;7;Email;982
UB09143744;N;A;35;Email;220
UB09143884;N;A;35;Direct Mail;701
UB09150343;N;A;7;Email;606
UB09150988;N;A;34;Web;926
UB09151259;N;A;34;Web;750
UB09153925;N;A;13;Email;191
UB09154576;N;A;34;Email;782
UB09154634;N;A;34;Direct Mail;331
UB09155557;N;A;7;Web;604
UB09155672;N;A;13;Email;917
UB09155706;N;A;13;Web;750
UB09158932;N;A;7;Direct Mail;972
UB09160672;N;A;7;Email;117
UB09160912;N;A;13;Direct Mail;28
UB09162488;N;A;7;Web;833
UB09166018;Y;A;13;Email;917
UB09166943;N;A;35;Web;394
UB09174137;N;A;54;Web;631
UB09175704;N;A;13;Web;891
UB09178468;N;A;35;Web;701
UB09186453;N;A;32;Email;551
UB09186990;N;A;35;Web;900
UB09189085;N;A;13;Email;21
UB09191107;N;A;33;Email;117
UB09210030;Y;A;33;Web;32
UB09212622;N;A;1;Email;331
UB09217860;N;A;1;Direct Mail;452
UB09227075;N;A;13;Direct Mail;191
UB09229352;N;A;13;Web;191
UB09230004;N;A;32;Email;152
UB09242850;N;A;13;Web;750
UB09251901;N;A;13;Email;180
UB09257155;N;A;13;Direct Mail;750
UB09258187;N;A;59;Email;32
UB09260563;N;A;13;Direct Mail;38
UB09268236;N;A;1;Direct Mail;945
UB09269093;N;A;56;Email;117
UB09282534;N;A;59;Web;38
UB09296658;N;A;33;Email;117
UB09296674;Y;A;33;Email;117
UB09298183;N;A;35;Direct Mail;900
UB09301391;N;A;35;Direct Mail;21
UB09305426;N;A;33;Email;64
UB09313263;N;A;54;Email;220
UB09314816;Y;A;54;Email;441
UB09315532;N;A;35;Email;381
UB09316985;N;A;35;Web;917
UB09323080;N;A;13;Email;112
UB09325887;N;A;13;Email;700
UB09334012;N;A;32;Email;331
UB09335274;N;A;34;Web;331
UB09336702;N;A;35;Web;750
UB09351040;N;A;56;Email;32
UB09356106;N;A;56;Email;32
UB09359225;N;A;35;Direct Mail;331
UB09359605;N;A;56;Direct Mail;32
UB09375551;N;A;13;Email;532
UB09375650;N;A;32;Email;800
UB09382094;N;A;10;Email;750
UB09387333;N;A;10;Direct Mail;750
UB09389891;Y;A;13;Direct Mail;600
UB09389966;N;A;13;Web;21
UB09391319;N;A;1;Email;300
UB09392580;N;A;10;Web;900
UB09402041;N;A;13;Email;117
UB09403957;Y;A;13;Email;970
UB09418955;N;A;13;Direct Mail;503
UB09419532;N;A;13;Email;824
UB09421728;N;A;13;Email;201
UB09422247;N;A;13;Web;604
UB09422353;Y;A;13;Email;981
UB09424680;N;A;13;Direct Mail;18
UB09452921;N;A;13;Email;481
UB09458324;N;A;13;Direct Mail;900
UB09462508;N;A;54;Email;837
UB09463332;N;A;13;Web;191
UB09467655;N;A;54;Email;852
UB09472986;N;A;54;Email;21
UB09474735;N;A;54;Email;441
UB09475187;N;A;13;Email;970
UB09476706;N;A;13;Email;331
UB09476821;N;A;13;Email;402
UB09477068;N;A;13;Email;982
UB09479726;N;A;31;Web;680
UB09485012;N;A;31;Email;685
UB09486770;N;A;31;Email;294
UB09495433;N;A;31;Direct Mail;601
UB09500182;N;A;13;Email;701
UB09505942;N;A;59;Direct Mail;32
UB09523457;N;A;35;Email;370
UB09527433;N;A;13;Direct Mail;234
UB09532326;N;A;13;Web;191
UB09532359;N;A;13;Direct Mail;730
UB09536418;N;A;34;Web;331
UB09541129;N;A;13;Web;394
UB09541699;N;A;13;Direct Mail;482
UB09546573;N;A;34;Email;917
UB09550666;N;A;1;Email;296
UB09554312;N;A;1;Direct Mail;701
UB09558370;N;A;35;Email;68
UB09559949;N;A;35;Email;441
UB09560566;N;A;34;Email;917
UB09563933;N;A;34;Email;917
UB09568502;N;A;13;Web;604
UB09580440;N;A;35;Direct Mail;852
UB09581802;N;A;35;Web;801
UB09590399;N;A;13;Email;972
UB09591041;N;A;13;Direct Mail;31
UB09594292;N;A;13;Email;782
UB09594466;N;A;13;Direct Mail;631
UB09598178;N;A;13;Email;331
UB09600768;N;A;35;Email;981
UB09601378;N;A;35;Web;152
UB09604273;N;A;13;Email;553
UB09606799;N;A;35;Email;481
UB09614322;N;A;56;Direct Mail;112
UB09645169;N;A;35;Web;463
UB09647025;N;A;13;Direct Mail;44
UB09648064;N;A;13;Web;573
UB09651563;N;A;59;Email;32
UB09652041;N;A;13;Email;996
UB09652249;N;A;13;Email;782
UB09655705;N;A;13;Email;480
UB09655739;N;A;13;Email;980
UB09657024;N;A;35;Email;210
UB09672734;N;A;13;Email;191
UB09676321;N;A;13;Direct Mail;410
UB09677790;N;A;13;Direct Mail;503
UB09678152;N;A;13;Email;630
UB09681321;N;A;13;Email;852
UB09682840;N;A;13;Email;750
UB09685462;N;A;56;Direct Mail;117
UB09688771;N;A;56;Email;38
UB09689761;N;A;13;Email;800
UB09690702;N;A;54;Email;480
UB09691312;N;A;13;Direct Mail;875
UB09691817;N;A;13;Direct Mail;152
UB09695461;N;A;13;Web;600
UB09697202;Y;A;13;Web;981
UB09703075;N;A;7;Web;945
UB09703869;N;A;13;Email;100
UB09729013;N;A;54;Email;32
UB09735598;N;A;34;Email;945
UB09749888;N;A;31;Email;18
UB09753211;N;A;54;Email;463
UB09769779;N;A;35;Email;850
UB09776493;N;A;35;Direct Mail;32
UB09777665;N;A;32;Direct Mail;117
UB09778374;N;A;35;Email;441
UB09783010;N;A;13;Email;38
UB09789280;N;A;56;Email;32
UB09793258;N;A;54;Web;972
UB09794066;N;A;13;Email;21
UB09794223;N;A;13;Web;782
UB09795725;N;A;13;Email;207
UB09795899;N;A;13;Email;900
UB09801044;N;A;13;Email;395
UB09801523;N;A;56;Web;38
UB09802059;N;A;35;Direct Mail;40
UB09805441;N;A;35;Web;800
UB09808148;N;A;35;Email;871
UB09810300;N;A;31;Direct Mail;191
UB09813106;N;A;13;Direct Mail;891
UB09814666;N;A;13;Web;770
UB09822008;N;A;13;Email;117
UB09823626;N;A;13;Web;32
UB09825126;N;A;13;Email;21
UB09843582;N;A;35;Email;32
UB09843954;Y;A;54;Email;482
UB09852591;N;A;54;Email;452
UB09854381;N;A;1;Web;926
UB09860180;N;A;35;Email;481
UB09862871;Y;A;31;Email;972
UB09866823;Y;A;35;Email;945
UB09866989;N;A;35;Email;981
UB09871260;N;A;35;Direct Mail;117
UB09872581;N;A;56;Email;38
UB09876731;N;A;31;Email;770
UB09885260;N;A;35;Web;875
UB09886730;N;A;7;Direct Mail;801
UB09903931;N;A;1;Email;945
UB09915646;N;A;13;Email;331
UB09919051;N;A;13;Direct Mail;283
UB09920273;N;A;1;Web;301
UB09921636;N;A;13;Email;600
UB09921792;N;A;1;Direct Mail;207
UB09921909;Y;A;1;Direct Mail;770
UB09923855;N;A;13;Web;294
UB09924093;Y;A;13;Web;301
UB09926981;N;A;13;Email;441
UB09940206;N;A;34;Web;900
UB09943077;N;A;13;Email;660
UB09964594;N;A;7;Email;601
UB09966896;N;A;35;Email;481
UB09967233;N;A;35;Email;300
UB09973629;N;A;13;Web;604
UB09986985;N;A;13;Direct Mail;900
UB09988726;N;A;13;Web;402
UB09990862;N;A;13;Web;191
UB09996265;N;A;54;Direct Mail;480
UB10007862;N;A;13;Web;551
UB10012169;N;A;35;Web;630
UB10018307;N;A;35;Web;38
UB10040756;N;A;13;Email;481
UB10044857;N;A;13;Direct Mail;301
UB10046506;N;A;13;Email;945
UB10048361;N;A;13;Email;782
UB10056190;N;A;35;Direct Mail;208
UB10063345;N;A;35;Web;38
UB10065712;N;A;13;Direct Mail;32
UB10065944;Y;A;13;Direct Mail;973
UB10068120;N;A;7;Email;917
UB10071975;N;A;35;Web;152
UB10074516;N;A;13;Web;32
UB10088037;N;A;13;Email;554
UB10089142;Y;A;35;Email;220
UB10089944;N;A;13;Direct Mail;875
UB10090975;N;A;35;Web;752
UB10097848;N;A;13;Direct Mail;731
UB10099810;N;A;7;Web;503
UB10114965;N;A;32;Web;900
UB10125193;N;A;31;Email;917
UB10147130;N;A;13;Direct Mail;402
UB10151462;Y;A;13;Email;701
UB10156362;N;A;13;Web;531
UB10158152;N;A;13;Email;782
UB10158962;N;A;35;Direct Mail;630
UB10160315;N;A;13;Web;21
UB10172039;N;A;13;Email;801
UB10172468;N;A;35;Email;38
UB10174928;N;A;13;Direct Mail;917
UB10180032;N;A;13;Email;275
UB10187235;N;A;34;Direct Mail;900
UB10188969;N;A;34;Email;945
UB10190684;N;A;34;Direct Mail;900
UB10192805;N;A;13;Email;782
UB10194298;N;A;34;Email;945
UB10198232;N;A;13;Email;395
UB10203966;N;A;7;Email;394
UB10215481;N;A;13;Email;300
UB10216364;Y;A;13;Web;370
UB10224079;N;A;13;Direct Mail;630
UB10225753;N;A;13;Email;530
UB10225910;N;A;13;Direct Mail;275
UB10226165;N;A;35;Email;234
UB10227452;N;A;13;Email;631
UB10232049;N;A;35;Email;28
UB10237972;N;A;13;Direct Mail;853
UB10242329;N;A;13;Email;800
UB10243160;Y;A;13;Email;60
UB10247294;N;A;13;Direct Mail;731
UB10247302;N;A;13;Email;191
UB10247559;N;A;35;Email;191
UB10257855;N;A;35;Direct Mail;117
UB10260560;N;A;13;Web;945
UB10263382;N;A;35;Email;727
UB10272003;N;A;13;Direct Mail;208
UB10272805;N;A;13;Web;531
UB10274694;N;A;13;Direct Mail;201
UB10276012;N;A;13;Web;727
UB10278844;N;A;13;Email;945
UB10279560;N;A;13;Email;801
UB10280303;N;A;35;Email;402
UB10280477;N;A;35;Web;208
UB10296309;N;A;13;Web;750
UB10296846;N;A;13;Email;220
UB10299204;N;A;13;Direct Mail;152
UB10302545;N;A;13;Web;295
UB10302560;N;A;13;Web;50
UB10302636;N;A;13;Direct Mail;54
UB10314318;N;A;13;Email;530
UB10315331;N;A;13;Direct Mail;64
UB10322014;N;A;13;Web;782
UB10326916;N;A;13;Email;21
UB10327344;N;A;13;Web;945
UB10331668;N;A;13;Email;945
UB10343465;N;A;56;Direct Mail;112
UB10353688;N;A;7;Email;917
UB10354876;N;A;13;Direct Mail;220
UB10357010;Y;A;35;Email;926
UB10357929;N;A;35;Web;331
UB10360030;N;A;13;Web;972
UB10360113;N;A;13;Direct Mail;42
UB10364461;N;A;13;Email;117
